Bank Ref,Debit,Credit,Value Date,Description,Counterparty
UTR_NOISE_14316,,1765.21,2026-08-15,Miscellaneous deposit 14316,Corp 84
UTR_NOISE_14317,,176.39,2026-08-17,Miscellaneous deposit 14317,Corp 94
UTR_NOISE_14318,,7619.26,2026-08-17,Miscellaneous deposit 14318,Corp 31
UTR_NOISE_14319,,20101.07,2026-08-14,Miscellaneous deposit 14319,Corp 95
UTR_NOISE_14320,,1448.83,2026-08-14,Miscellaneous deposit 14320,Corp 97
UTR_NOISE_14321,,523.71,2026-08-16,Miscellaneous deposit 14321,Corp 38
UTR_NOISE_14322,,953.08,2026-08-13,Miscellaneous deposit 14322,Corp 81
UTR_NOISE_14323,,314.01,2026-08-15,Miscellaneous deposit 14323,Corp 44
UTR_NOISE_14324,,1893.52,2026-08-17,Miscellaneous deposit 14324,Corp 57
UTR_NOISE_14325,,1923.15,2026-08-16,Miscellaneous deposit 14325,Corp 61
UTR_NOISE_14326,,631.69,2026-08-17,Miscellaneous deposit 14326,Corp 59
UTR_NOISE_14327,,30472.23,2026-08-14,Miscellaneous deposit 14327,Corp 62
UTR_NOISE_14328,,21421.33,2026-08-16,Miscellaneous deposit 14328,Corp 30
UTR_NOISE_14329,,6622.47,2026-08-13,Miscellaneous deposit 14329,Corp 25
UTR_NOISE_14330,,7055.50,2026-08-16,Miscellaneous deposit 14330,Corp 28
UTR_NOISE_14331,,92621.79,2026-08-16,Miscellaneous deposit 14331,Corp 33
UTR_NOISE_14332,,293.80,2026-08-17,Miscellaneous deposit 14332,Corp 95
UTR_NOISE_14333,,5084.69,2026-08-13,Miscellaneous deposit 14333,Corp 93
UTR_NOISE_14334,,1695.22,2026-08-17,Miscellaneous deposit 14334,Corp 16
UTR_NOISE_14335,,121790.77,2026-08-14,Miscellaneous deposit 14335,Corp 2
UTR_NOISE_14336,,6541.95,2026-08-13,Miscellaneous deposit 14336,Corp 73
UTR_NOISE_14337,,794.17,2026-08-17,Miscellaneous deposit 14337,Corp 49
UTR_NOISE_14338,,1977.56,2026-08-13,Miscellaneous deposit 14338,Corp 27
UTR_NOISE_14339,,1894.20,2026-08-17,Miscellaneous deposit 14339,Corp 87
UTR_NOISE_14340,,1688.45,2026-08-14,Miscellaneous deposit 14340,Corp 17
UTR_NOISE_14341,,1534.22,2026-08-15,Miscellaneous deposit 14341,Corp 1
UTR_NOISE_14342,,884.34,2026-08-15,Miscellaneous deposit 14342,Corp 56
UTR_NOISE_14343,,1126.69,2026-08-13,Miscellaneous deposit 14343,Corp 40
UTR_NOISE_14344,,1011.69,2026-08-15,Miscellaneous deposit 14344,Corp 58
UTR_NOISE_14345,,26345.47,2026-08-16,Miscellaneous deposit 14345,Corp 24
UTR_NOISE_14346,,39219.73,2026-08-13,Miscellaneous deposit 14346,Corp 65
UTR_NOISE_14347,,4132.63,2026-08-13,Miscellaneous deposit 14347,Corp 65
UTR_NOISE_14348,,894.99,2026-08-15,Miscellaneous deposit 14348,Corp 22
UTR_NOISE_14349,,1370.81,2026-08-15,Miscellaneous deposit 14349,Corp 85
UTR_NOISE_14350,,1926.39,2026-08-13,Miscellaneous deposit 14350,Corp 85
UTR_NOISE_14351,,1147.26,2026-08-15,Miscellaneous deposit 14351,Corp 54
UTR_NOISE_14352,,1433.96,2026-08-14,Miscellaneous deposit 14352,Corp 25
UTR_NOISE_14353,,130571.60,2026-08-15,Miscellaneous deposit 14353,Corp 19
UTR_NOISE_14354,,5600.03,2026-08-16,Miscellaneous deposit 14354,Corp 69
UTR_NOISE_14355,,9389.33,2026-08-15,Miscellaneous deposit 14355,Corp 100
UTR_NOISE_14356,,4612.33,2026-08-13,Miscellaneous deposit 14356,Corp 78
UTR_NOISE_14357,,1324.38,2026-08-13,Miscellaneous deposit 14357,Corp 34
UTR_NOISE_14358,,18575.26,2026-08-16,Miscellaneous deposit 14358,Corp 70
UTR_NOISE_14359,,27066.03,2026-08-17,Miscellaneous deposit 14359,Corp 18
UTR_NOISE_14360,,5565.50,2026-08-14,Miscellaneous deposit 14360,Corp 63
UTR_NOISE_14361,,18292.47,2026-08-14,Miscellaneous deposit 14361,Corp 91
UTR_NOISE_14362,,1174.39,2026-08-15,Miscellaneous deposit 14362,Corp 85
UTR_NOISE_14363,,757.17,2026-08-16,Miscellaneous deposit 14363,Corp 43
UTR_NOISE_14364,,1698.79,2026-08-16,Miscellaneous deposit 14364,Corp 9
UTR_NOISE_14365,,43872.90,2026-08-13,Miscellaneous deposit 14365,Corp 11
UTR_NOISE_14366,,6311.91,2026-08-13,Miscellaneous deposit 14366,Corp 79
UTR_NOISE_14367,,465.24,2026-08-15,Miscellaneous deposit 14367,Corp 70
UTR_NOISE_14368,,10179.65,2026-08-16,Miscellaneous deposit 14368,Corp 64
UTR_NOISE_14369,,293.01,2026-08-15,Miscellaneous deposit 14369,Corp 75
UTR_NOISE_14370,,1321.48,2026-08-16,Miscellaneous deposit 14370,Corp 35
UTR_NOISE_14371,,1867.79,2026-08-16,Miscellaneous deposit 14371,Corp 38
UTR_NOISE_14372,,1480.05,2026-08-17,Miscellaneous deposit 14372,Corp 74
UTR_NOISE_14373,,308.72,2026-08-16,Miscellaneous deposit 14373,Corp 4
UTR_NOISE_14374,,1479.29,2026-08-16,Miscellaneous deposit 14374,Corp 6
UTR_NOISE_14375,,6340.10,2026-08-16,Miscellaneous deposit 14375,Corp 80
UTR_NOISE_14376,,1816.13,2026-08-17,Miscellaneous deposit 14376,Corp 29
UTR_NOISE_14377,,1172.20,2026-08-15,Miscellaneous deposit 14377,Corp 46
UTR_NOISE_14378,,61990.81,2026-08-15,Miscellaneous deposit 14378,Corp 5
UTR_NOISE_14379,,7420.69,2026-08-14,Miscellaneous deposit 14379,Corp 17
UTR_NOISE_14380,,9560.38,2026-08-16,Miscellaneous deposit 14380,Corp 75
UTR_NOISE_14381,,1453.75,2026-08-15,Miscellaneous deposit 14381,Corp 16
UTR_NOISE_14382,,135.86,2026-08-13,Miscellaneous deposit 14382,Corp 42
UTR_NOISE_14383,,15741.15,2026-08-16,Miscellaneous deposit 14383,Corp 86
UTR_NOISE_14384,,8542.64,2026-08-13,Miscellaneous deposit 14384,Corp 71
UTR_NOISE_14385,,772.84,2026-08-16,Miscellaneous deposit 14385,Corp 65
UTR_NOISE_14386,,5128.87,2026-08-15,Miscellaneous deposit 14386,Corp 6
UTR_NOISE_14387,,1290.72,2026-08-17,Miscellaneous deposit 14387,Corp 74
UTR_NOISE_14388,,5817.63,2026-08-14,Miscellaneous deposit 14388,Corp 10
UTR_NOISE_14389,,36163.37,2026-08-15,Miscellaneous deposit 14389,Corp 23
UTR_NOISE_14390,,714.56,2026-08-17,Miscellaneous deposit 14390,Corp 51
UTR_NOISE_14391,,6833.10,2026-08-13,Miscellaneous deposit 14391,Corp 52
UTR_NOISE_14392,,36121.76,2026-08-16,Miscellaneous deposit 14392,Corp 75
UTR_NOISE_14393,,4559.13,2026-08-16,Miscellaneous deposit 14393,Corp 17
UTR_NOISE_14394,,1237.54,2026-08-13,Miscellaneous deposit 14394,Corp 20
UTR_NOISE_14395,,1452.68,2026-08-13,Miscellaneous deposit 14395,Corp 30
UTR_NOISE_14396,,1049.53,2026-08-17,Miscellaneous deposit 14396,Corp 65
UTR_NOISE_14397,,779.14,2026-08-17,Miscellaneous deposit 14397,Corp 73
UTR_NOISE_14398,,1441.64,2026-08-15,Miscellaneous deposit 14398,Corp 51
UTR_NOISE_14399,,5894.39,2026-08-15,Miscellaneous deposit 14399,Corp 39
UTR_NOISE_14400,,8811.34,2026-08-15,Miscellaneous deposit 14400,Corp 27
UTR_NOISE_14401,,1795.96,2026-08-13,Miscellaneous deposit 14401,Corp 61
UTR_NOISE_14402,,31064.56,2026-08-13,Miscellaneous deposit 14402,Corp 81
UTR_NOISE_14403,,119597.03,2026-08-15,Miscellaneous deposit 14403,Corp 46
UTR_NOISE_14404,,3049.16,2026-08-13,Miscellaneous deposit 14404,Corp 21
UTR_NOISE_14405,,7815.26,2026-08-16,Miscellaneous deposit 14405,Corp 63
UTR_NOISE_14406,,1896.98,2026-08-14,Miscellaneous deposit 14406,Corp 44
UTR_NOISE_14407,,423.02,2026-08-13,Miscellaneous deposit 14407,Corp 81
UTR_NOISE_14408,,33578.45,2026-08-15,Miscellaneous deposit 14408,Corp 33
UTR_NOISE_14409,,1900.36,2026-08-16,Miscellaneous deposit 14409,Corp 14
UTR_NOISE_14410,,7767.63,2026-08-17,Miscellaneous deposit 14410,Corp 1
UTR_NOISE_14411,,2425.05,2026-08-13,Miscellaneous deposit 14411,Corp 56
UTR_NOISE_14412,,192.74,2026-08-15,Miscellaneous deposit 14412,Corp 89
UTR_NOISE_14413,,1512.54,2026-08-14,Miscellaneous deposit 14413,Corp 14
UTR_NOISE_14414,,941.68,2026-08-15,Miscellaneous deposit 14414,Corp 69
UTR_NOISE_14415,,1346.47,2026-08-16,Miscellaneous deposit 14415,Corp 44
UTR_NOISE_14416,,688.88,2026-08-17,Miscellaneous deposit 14416,Corp 63
UTR_NOISE_14417,,45843.58,2026-08-17,Miscellaneous deposit 14417,Corp 27
UTR_NOISE_14418,,268.62,2026-08-13,Miscellaneous deposit 14418,Corp 60
UTR_NOISE_14419,,9584.59,2026-08-13,Miscellaneous deposit 14419,Corp 5
UTR_NOISE_14420,,839.36,2026-08-17,Miscellaneous deposit 14420,Corp 26
UTR_NOISE_14421,,22161.68,2026-08-14,Miscellaneous deposit 14421,Corp 43
UTR_NOISE_14422,,4762.30,2026-08-17,Miscellaneous deposit 14422,Corp 98
UTR_NOISE_14423,,9562.59,2026-08-15,Miscellaneous deposit 14423,Corp 74
UTR_NOISE_14424,,238981.12,2026-08-15,Miscellaneous deposit 14424,Corp 84
UTR_NOISE_14425,,1493.06,2026-08-17,Miscellaneous deposit 14425,Corp 16
UTR_NOISE_14426,,1121.25,2026-08-14,Miscellaneous deposit 14426,Corp 2
UTR_NOISE_14427,,812.07,2026-08-14,Miscellaneous deposit 14427,Corp 96
UTR_NOISE_14428,,630.55,2026-08-14,Miscellaneous deposit 14428,Corp 80
UTR_NOISE_14429,,8183.15,2026-08-13,Miscellaneous deposit 14429,Corp 47
UTR_NOISE_14430,,1197.12,2026-08-15,Miscellaneous deposit 14430,Corp 62
UTR_NOISE_14431,,8307.80,2026-08-15,Miscellaneous deposit 14431,Corp 83
UTR_NOISE_14432,,1350.60,2026-08-15,Miscellaneous deposit 14432,Corp 1
UTR_NOISE_14433,,1099.61,2026-08-14,Miscellaneous deposit 14433,Corp 70
UTR_NOISE_14434,,688.06,2026-08-15,Miscellaneous deposit 14434,Corp 53
UTR_NOISE_14435,,346.85,2026-08-13,Miscellaneous deposit 14435,Corp 4
UTR_NOISE_14436,,45405.23,2026-08-17,Miscellaneous deposit 14436,Corp 89
UTR_NOISE_14437,,1316.69,2026-08-17,Miscellaneous deposit 14437,Corp 99
UTR_NOISE_14438,,403.64,2026-08-16,Miscellaneous deposit 14438,Corp 81
UTR_NOISE_14439,,142.64,2026-08-15,Miscellaneous deposit 14439,Corp 2
UTR_NOISE_14440,,967.65,2026-08-17,Miscellaneous deposit 14440,Corp 66
UTR_NOISE_14441,,8033.55,2026-08-16,Miscellaneous deposit 14441,Corp 69
UTR_NOISE_14442,,5697.95,2026-08-15,Miscellaneous deposit 14442,Corp 8
UTR_NOISE_14443,,431.88,2026-08-17,Miscellaneous deposit 14443,Corp 63
UTR_NOISE_14444,,8585.52,2026-08-13,Miscellaneous deposit 14444,Corp 6
UTR_NOISE_14445,,1457.92,2026-08-16,Miscellaneous deposit 14445,Corp 38
UTR_NOISE_14446,,36462.94,2026-08-17,Miscellaneous deposit 14446,Corp 81
UTR_NOISE_14447,,2392.74,2026-08-15,Miscellaneous deposit 14447,Corp 68
UTR_NOISE_14448,,20617.58,2026-08-16,Miscellaneous deposit 14448,Corp 35
UTR_NOISE_14449,,9802.07,2026-08-15,Miscellaneous deposit 14449,Corp 36
UTR_NOISE_14450,,1881.02,2026-08-16,Miscellaneous deposit 14450,Corp 39
UTR_NOISE_14451,,1716.18,2026-08-15,Miscellaneous deposit 14451,Corp 35
UTR_NOISE_14452,,1130.87,2026-08-16,Miscellaneous deposit 14452,Corp 20
UTR_NOISE_14453,,9522.35,2026-08-14,Miscellaneous deposit 14453,Corp 68
UTR_NOISE_14454,,121839.23,2026-08-17,Miscellaneous deposit 14454,Corp 68
UTR_NOISE_14455,,1217.63,2026-08-15,Miscellaneous deposit 14455,Corp 32
UTR_NOISE_14456,,16859.42,2026-08-16,Miscellaneous deposit 14456,Corp 75
UTR_NOISE_14457,,164199.51,2026-08-13,Miscellaneous deposit 14457,Corp 89
UTR_NOISE_14458,,858.87,2026-08-13,Miscellaneous deposit 14458,Corp 93
UTR_NOISE_14459,,6931.30,2026-08-17,Miscellaneous deposit 14459,Corp 65
UTR_NOISE_14460,,185.84,2026-08-17,Miscellaneous deposit 14460,Corp 56
UTR_NOISE_14461,,595.16,2026-08-14,Miscellaneous deposit 14461,Corp 94
UTR_NOISE_14462,,9026.58,2026-08-14,Miscellaneous deposit 14462,Corp 82
UTR_NOISE_14463,,1099.29,2026-08-15,Miscellaneous deposit 14463,Corp 4
UTR_NOISE_14464,,1677.91,2026-08-14,Miscellaneous deposit 14464,Corp 26
UTR_NOISE_14465,,750.56,2026-08-15,Miscellaneous deposit 14465,Corp 58
UTR_NOISE_14466,,1530.24,2026-08-16,Miscellaneous deposit 14466,Corp 36
UTR_NOISE_14467,,467.50,2026-08-16,Miscellaneous deposit 14467,Corp 58
UTR_NOISE_14468,,6649.04,2026-08-17,Miscellaneous deposit 14468,Corp 17
UTR_NOISE_14469,,7245.55,2026-08-15,Miscellaneous deposit 14469,Corp 7
UTR_NOISE_14470,,9630.20,2026-08-13,Miscellaneous deposit 14470,Corp 18
UTR_NOISE_14471,,1054.73,2026-08-14,Miscellaneous deposit 14471,Corp 79
UTR_NOISE_14472,,1845.81,2026-08-14,Miscellaneous deposit 14472,Corp 40
UTR_NOISE_14473,,1929.16,2026-08-14,Miscellaneous deposit 14473,Corp 72
UTR_NOISE_14474,,383.08,2026-08-17,Miscellaneous deposit 14474,Corp 59
UTR_NOISE_14475,,1925.48,2026-08-16,Miscellaneous deposit 14475,Corp 7
UTR_NOISE_14476,,5214.75,2026-08-14,Miscellaneous deposit 14476,Corp 81
UTR_NOISE_14477,,1404.99,2026-08-17,Miscellaneous deposit 14477,Corp 44
UTR_NOISE_14478,,1181.16,2026-08-14,Miscellaneous deposit 14478,Corp 58
UTR_NOISE_14479,,4831.63,2026-08-15,Miscellaneous deposit 14479,Corp 73
UTR_NOISE_14480,,302.26,2026-08-15,Miscellaneous deposit 14480,Corp 32
UTR_NOISE_14481,,905.59,2026-08-13,Miscellaneous deposit 14481,Corp 5
UTR_NOISE_14482,,7095.70,2026-08-15,Miscellaneous deposit 14482,Corp 34
UTR_NOISE_14483,,19133.76,2026-08-16,Miscellaneous deposit 14483,Corp 89
UTR_NOISE_14484,,1436.78,2026-08-14,Miscellaneous deposit 14484,Corp 62
UTR_NOISE_14485,,1283.65,2026-08-13,Miscellaneous deposit 14485,Corp 56
UTR_NOISE_14486,,1866.64,2026-08-17,Miscellaneous deposit 14486,Corp 12
UTR_NOISE_14487,,1189.89,2026-08-13,Miscellaneous deposit 14487,Corp 72
UTR_NOISE_14488,,1660.18,2026-08-16,Miscellaneous deposit 14488,Corp 41
UTR_NOISE_14489,,541.60,2026-08-14,Miscellaneous deposit 14489,Corp 56
UTR_NOISE_14490,,1218.77,2026-08-13,Miscellaneous deposit 14490,Corp 81
UTR_NOISE_14491,,308.54,2026-08-16,Miscellaneous deposit 14491,Corp 88
UTR_NOISE_14492,,519.40,2026-08-15,Miscellaneous deposit 14492,Corp 9
UTR_NOISE_14493,,5123.87,2026-08-13,Miscellaneous deposit 14493,Corp 3
UTR_NOISE_14494,,838.90,2026-08-17,Miscellaneous deposit 14494,Corp 95
UTR_NOISE_14495,,1596.18,2026-08-13,Miscellaneous deposit 14495,Corp 50
UTR_NOISE_14496,,460.63,2026-08-16,Miscellaneous deposit 14496,Corp 14
UTR_NOISE_14497,,3911.53,2026-08-16,Miscellaneous deposit 14497,Corp 47
UTR_NOISE_14498,,33369.83,2026-08-16,Miscellaneous deposit 14498,Corp 94
UTR_NOISE_14499,,6553.41,2026-08-13,Miscellaneous deposit 14499,Corp 1
UTR_NOISE_14500,,1112.74,2026-08-16,Miscellaneous deposit 14500,Corp 3
UTR_NOISE_14501,,4997.41,2026-08-15,Miscellaneous deposit 14501,Corp 95
UTR_NOISE_14502,,1708.78,2026-08-13,Miscellaneous deposit 14502,Corp 14
UTR_NOISE_14503,,4255.95,2026-08-13,Miscellaneous deposit 14503,Corp 30
UTR_NOISE_14504,,1242.82,2026-08-17,Miscellaneous deposit 14504,Corp 73
UTR_NOISE_14505,,18875.54,2026-08-16,Miscellaneous deposit 14505,Corp 9
UTR_NOISE_14506,,1795.14,2026-08-14,Miscellaneous deposit 14506,Corp 44
UTR_NOISE_14507,,7564.48,2026-08-13,Miscellaneous deposit 14507,Corp 30
UTR_NOISE_14508,,1195.36,2026-08-13,Miscellaneous deposit 14508,Corp 4
UTR_NOISE_14509,,1864.01,2026-08-16,Miscellaneous deposit 14509,Corp 27
UTR_NOISE_14510,,2401.75,2026-08-16,Miscellaneous deposit 14510,Corp 96
UTR_NOISE_14511,,132.92,2026-08-14,Miscellaneous deposit 14511,Corp 28
UTR_NOISE_14512,,6329.59,2026-08-14,Miscellaneous deposit 14512,Corp 60
UTR_NOISE_14513,,7863.32,2026-08-13,Miscellaneous deposit 14513,Corp 34
UTR_NOISE_14514,,8289.83,2026-08-16,Miscellaneous deposit 14514,Corp 19
UTR_NOISE_14515,,8645.61,2026-08-13,Miscellaneous deposit 14515,Corp 19
UTR_NOISE_14516,,9550.77,2026-08-13,Miscellaneous deposit 14516,Corp 39
UTR_NOISE_14517,,634.28,2026-08-15,Miscellaneous deposit 14517,Corp 67
UTR_NOISE_14518,,985.93,2026-08-17,Miscellaneous deposit 14518,Corp 100
UTR_NOISE_14519,,30395.75,2026-08-16,Miscellaneous deposit 14519,Corp 36
UTR_NOISE_14520,,138.65,2026-08-16,Miscellaneous deposit 14520,Corp 87
UTR_NOISE_14521,,1436.92,2026-08-17,Miscellaneous deposit 14521,Corp 2
UTR_NOISE_14522,,1741.97,2026-08-16,Miscellaneous deposit 14522,Corp 98
UTR_NOISE_14523,,1334.08,2026-08-16,Miscellaneous deposit 14523,Corp 58
UTR_NOISE_14524,,38333.29,2026-08-13,Miscellaneous deposit 14524,Corp 48
UTR_NOISE_14525,,16233.87,2026-08-13,Miscellaneous deposit 14525,Corp 15
UTR_NOISE_14526,,8732.49,2026-08-16,Miscellaneous deposit 14526,Corp 96
UTR_NOISE_14527,,690.91,2026-08-17,Miscellaneous deposit 14527,Corp 6
UTR_NOISE_14528,,1070.32,2026-08-17,Miscellaneous deposit 14528,Corp 3
UTR_NOISE_14529,,1388.20,2026-08-14,Miscellaneous deposit 14529,Corp 42
UTR_NOISE_14530,,610.47,2026-08-14,Miscellaneous deposit 14530,Corp 51
UTR_NOISE_14531,,2630.70,2026-08-17,Miscellaneous deposit 14531,Corp 70
UTR_NOISE_14532,,5208.88,2026-08-16,Miscellaneous deposit 14532,Corp 71
UTR_NOISE_14533,,9879.42,2026-08-16,Miscellaneous deposit 14533,Corp 41
UTR_NOISE_14534,,6638.97,2026-08-14,Miscellaneous deposit 14534,Corp 90
UTR_NOISE_14535,,948.95,2026-08-15,Miscellaneous deposit 14535,Corp 77
UTR_NOISE_14536,,9675.50,2026-08-16,Miscellaneous deposit 14536,Corp 40
UTR_NOISE_14537,,2320.30,2026-08-17,Miscellaneous deposit 14537,Corp 26
UTR_NOISE_14538,,7387.84,2026-08-14,Miscellaneous deposit 14538,Corp 96
UTR_NOISE_14539,,6988.18,2026-08-13,Miscellaneous deposit 14539,Corp 87
UTR_NOISE_14540,,7362.04,2026-08-14,Miscellaneous deposit 14540,Corp 55
UTR_NOISE_14541,,926.56,2026-08-15,Miscellaneous deposit 14541,Corp 4
UTR_NOISE_14542,,3936.38,2026-08-14,Miscellaneous deposit 14542,Corp 32
UTR_NOISE_14543,,8314.03,2026-08-13,Miscellaneous deposit 14543,Corp 11
UTR_NOISE_14544,,328.85,2026-08-15,Miscellaneous deposit 14544,Corp 77
UTR_NOISE_14545,,781.54,2026-08-15,Miscellaneous deposit 14545,Corp 31
UTR_NOISE_14546,,4578.67,2026-08-13,Miscellaneous deposit 14546,Corp 76
UTR_NOISE_14547,,740.76,2026-08-15,Miscellaneous deposit 14547,Corp 13
UTR_NOISE_14548,,5838.99,2026-08-16,Miscellaneous deposit 14548,Corp 91
UTR_NOISE_14549,,1116.68,2026-08-16,Miscellaneous deposit 14549,Corp 57
UTR_NOISE_14550,,1108.46,2026-08-16,Miscellaneous deposit 14550,Corp 43
UTR_NOISE_14551,,364.18,2026-08-17,Miscellaneous deposit 14551,Corp 36
UTR_NOISE_14552,,6615.98,2026-08-15,Miscellaneous deposit 14552,Corp 91
UTR_NOISE_14553,,1805.63,2026-08-16,Miscellaneous deposit 14553,Corp 26
UTR_NOISE_14554,,22959.89,2026-08-17,Miscellaneous deposit 14554,Corp 69
UTR_NOISE_14555,,308.70,2026-08-14,Miscellaneous deposit 14555,Corp 92
UTR_NOISE_14556,,756.70,2026-08-13,Miscellaneous deposit 14556,Corp 87
UTR_NOISE_14557,,9134.73,2026-08-13,Miscellaneous deposit 14557,Corp 35
UTR_NOISE_14558,,6416.50,2026-08-17,Miscellaneous deposit 14558,Corp 76
UTR_NOISE_14559,,39889.51,2026-08-13,Miscellaneous deposit 14559,Corp 40
UTR_NOISE_14560,,869.17,2026-08-14,Miscellaneous deposit 14560,Corp 35
UTR_NOISE_14561,,1950.70,2026-08-16,Miscellaneous deposit 14561,Corp 55
UTR_NOISE_14562,,3294.20,2026-08-15,Miscellaneous deposit 14562,Corp 35
UTR_NOISE_14563,,7702.40,2026-08-13,Miscellaneous deposit 14563,Corp 10
UTR_NOISE_14564,,278.38,2026-08-16,Miscellaneous deposit 14564,Corp 44
UTR_NOISE_14565,,3061.25,2026-08-17,Miscellaneous deposit 14565,Corp 21
UTR_NOISE_14566,,7369.32,2026-08-13,Miscellaneous deposit 14566,Corp 83
UTR_NOISE_14567,,1100.81,2026-08-17,Miscellaneous deposit 14567,Corp 24
UTR_NOISE_14568,,112.68,2026-08-16,Miscellaneous deposit 14568,Corp 38
UTR_NOISE_14569,,730.05,2026-08-15,Miscellaneous deposit 14569,Corp 36
UTR_NOISE_14570,,1314.08,2026-08-15,Miscellaneous deposit 14570,Corp 70
UTR_NOISE_14571,,32291.55,2026-08-15,Miscellaneous deposit 14571,Corp 56
UTR_NOISE_14572,,615.85,2026-08-13,Miscellaneous deposit 14572,Corp 60
UTR_NOISE_14573,,1911.20,2026-08-15,Miscellaneous deposit 14573,Corp 79
UTR_NOISE_14574,,1488.25,2026-08-17,Miscellaneous deposit 14574,Corp 7
UTR_NOISE_14575,,1165.66,2026-08-15,Miscellaneous deposit 14575,Corp 55
UTR_NOISE_14576,,7079.63,2026-08-16,Miscellaneous deposit 14576,Corp 53
UTR_NOISE_14577,,3492.49,2026-08-17,Miscellaneous deposit 14577,Corp 55
UTR_NOISE_14578,,7811.64,2026-08-16,Miscellaneous deposit 14578,Corp 98
UTR_NOISE_14579,,535.35,2026-08-15,Miscellaneous deposit 14579,Corp 71
UTR_NOISE_14580,,275.70,2026-08-14,Miscellaneous deposit 14580,Corp 95
UTR_NOISE_14581,,20793.64,2026-08-17,Miscellaneous deposit 14581,Corp 87
UTR_NOISE_14582,,6260.50,2026-08-15,Miscellaneous deposit 14582,Corp 94
UTR_NOISE_14583,,6735.64,2026-08-16,Miscellaneous deposit 14583,Corp 97
UTR_NOISE_14584,,46928.15,2026-08-17,Miscellaneous deposit 14584,Corp 61
UTR_NOISE_14585,,231.44,2026-08-13,Miscellaneous deposit 14585,Corp 28
UTR_NOISE_14586,,242123.99,2026-08-16,Miscellaneous deposit 14586,Corp 17
UTR_NOISE_14587,,1401.05,2026-08-14,Miscellaneous deposit 14587,Corp 25
UTR_NOISE_14588,,1143.83,2026-08-13,Miscellaneous deposit 14588,Corp 70
UTR_NOISE_14589,,655.93,2026-08-14,Miscellaneous deposit 14589,Corp 27
UTR_NOISE_14590,,2870.46,2026-08-15,Miscellaneous deposit 14590,Corp 67
UTR_NOISE_14591,,193.11,2026-08-16,Miscellaneous deposit 14591,Corp 86
UTR_NOISE_14592,,1087.25,2026-08-14,Miscellaneous deposit 14592,Corp 79
UTR_NOISE_14593,,6839.92,2026-08-13,Miscellaneous deposit 14593,Corp 26
UTR_NOISE_14594,,4081.76,2026-08-13,Miscellaneous deposit 14594,Corp 99
UTR_NOISE_14595,,1800.82,2026-08-13,Miscellaneous deposit 14595,Corp 71
UTR_NOISE_14596,,27854.09,2026-08-13,Miscellaneous deposit 14596,Corp 61
UTR_NOISE_14597,,1762.99,2026-08-13,Miscellaneous deposit 14597,Corp 41
UTR_NOISE_14598,,1534.31,2026-08-16,Miscellaneous deposit 14598,Corp 10
UTR_NOISE_14599,,3660.03,2026-08-16,Miscellaneous deposit 14599,Corp 59
UTR_NOISE_14600,,42178.29,2026-08-13,Miscellaneous deposit 14600,Corp 35
UTR_NOISE_14601,,1370.07,2026-08-13,Miscellaneous deposit 14601,Corp 79
UTR_NOISE_14602,,6696.71,2026-08-14,Miscellaneous deposit 14602,Corp 77
UTR_NOISE_14603,,1564.94,2026-08-15,Miscellaneous deposit 14603,Corp 34
UTR_NOISE_14604,,18733.73,2026-08-13,Miscellaneous deposit 14604,Corp 61
UTR_NOISE_14605,,1225.54,2026-08-13,Miscellaneous deposit 14605,Corp 32
UTR_NOISE_14606,,1489.68,2026-08-17,Miscellaneous deposit 14606,Corp 44
UTR_NOISE_14607,,32997.08,2026-08-17,Miscellaneous deposit 14607,Corp 84
UTR_NOISE_14608,,8231.06,2026-08-14,Miscellaneous deposit 14608,Corp 42
UTR_NOISE_14609,,225.62,2026-08-15,Miscellaneous deposit 14609,Corp 88
UTR_NOISE_14610,,12859.07,2026-08-14,Miscellaneous deposit 14610,Corp 52
UTR_NOISE_14611,,1660.21,2026-08-13,Miscellaneous deposit 14611,Corp 40
UTR_NOISE_14612,,294.79,2026-08-14,Miscellaneous deposit 14612,Corp 61
UTR_NOISE_14613,,6891.95,2026-08-17,Miscellaneous deposit 14613,Corp 19
UTR_NOISE_14614,,6822.12,2026-08-13,Miscellaneous deposit 14614,Corp 10
UTR_NOISE_14615,,7832.52,2026-08-14,Miscellaneous deposit 14615,Corp 25
UTR_NOISE_14616,,9169.25,2026-08-14,Miscellaneous deposit 14616,Corp 61
UTR_NOISE_14617,,8150.33,2026-08-17,Miscellaneous deposit 14617,Corp 58
UTR_NOISE_14618,,1675.44,2026-08-17,Miscellaneous deposit 14618,Corp 35
UTR_NOISE_14619,,759.92,2026-08-14,Miscellaneous deposit 14619,Corp 57
UTR_NOISE_14620,,316.79,2026-08-13,Miscellaneous deposit 14620,Corp 94
UTR_NOISE_14621,,163.44,2026-08-16,Miscellaneous deposit 14621,Corp 89
UTR_NOISE_14622,,1852.10,2026-08-16,Miscellaneous deposit 14622,Corp 78
UTR_NOISE_14623,,9377.25,2026-08-17,Miscellaneous deposit 14623,Corp 81
UTR_NOISE_14624,,25420.40,2026-08-13,Miscellaneous deposit 14624,Corp 47
UTR_NOISE_14625,,4915.19,2026-08-16,Miscellaneous deposit 14625,Corp 37
UTR_NOISE_14626,,4483.63,2026-08-16,Miscellaneous deposit 14626,Corp 77
UTR_NOISE_14627,,1077.72,2026-08-14,Miscellaneous deposit 14627,Corp 78
